CustomerID,JoinDate,ChurnDate,CustomerStatus,Age,AgeGroup,Gender,Geography,TenureMonths,IncomeLevel,ContractType,SubscriptionPlan,MonthlyCharges,PaymentMethod,AutoPay,SupportCalls,LatePayments,SatisfactionScore,TotalRevenue,LastActivityDate,RiskScore,RiskCategory,ChurnReason
CUST-00343,6/15/2025,,Active,51,45-54,Male,South,7,Low,Month-to-Month,Standard,87.04,Credit Card,No,1,1,5,610.59,11/28/2025,59,Medium Risk,
CUST-00344,5/1/2022,,Active,72,65+,Female,West,44,Middle,One Year,Premium,89.81,Bank Transfer,Yes,1,2,4,3957.04,12/18/2025,28,Low Risk,
CUST-00345,7/5/2024,,Active,72,65+,Male,West,18,Middle,Month-to-Month,Standard,85.74,Credit Card,Yes,3,2,4,1545.9,11/9/2025,46,Medium Risk,
CUST-00346,12/5/2024,,Active,56,55-64,Female,West,13,High,Two Year,Premium,96.99,Mailed Check,No,1,3,4,1263.77,12/12/2025,37,Low Risk,
CUST-00347,2/8/2024,,Active,49,45-54,Male,West,23,Low,Month-to-Month,Standard,70.22,Electronic Check,Yes,1,0,4,1617.16,10/23/2025,45,Medium Risk,
CUST-00348,4/19/2022,,Active,53,45-54,Female,South,45,Middle,Two Year,Standard,60.98,Electronic Check,Yes,3,3,3,2747.74,11/16/2025,44,Medium Risk,
CUST-00349,5/21/2025,,Active,76,65+,Male,West,8,Middle,Month-to-Month,Standard,77.85,Electronic Check,No,0,3,5,623.97,11/3/2025,71,High Risk,
CUST-00350,7/18/2024,12/31/2024,Churned,48,45-54,Male,West,6,Low,One Year,Standard,61.59,Mailed Check,Yes,2,1,4,370.46,12/31/2024,36,Churned,Competitor Offer
CUST-00351,4/15/2022,,Active,39,35-44,Female,South,45,Middle,One Year,Standard,66.45,Credit Card,Yes,1,1,4,2994.25,12/14/2025,24,Low Risk,
CUST-00352,5/28/2025,,Active,52,45-54,Female,South,8,Middle,One Year,Standard,69.38,Mailed Check,No,1,2,5,556.08,11/10/2025,46,Medium Risk,
CUST-00353,11/28/2023,,Active,67,65+,Female,South,26,Middle,Month-to-Month,Standard,72.36,Credit Card,No,1,1,4,1884.63,10/27/2025,48,Medium Risk,
CUST-00354,6/11/2025,,Active,80,65+,Male,West,7,Middle,One Year,Basic,55.04,Mailed Check,No,2,3,4,386.11,11/7/2025,56,Medium Risk,
CUST-00355,1/31/2025,,Active,44,35-44,Female,Midwest,12,High,Month-to-Month,Standard,69.15,Bank Transfer,Yes,0,2,5,830.84,12/8/2025,46,Medium Risk,
CUST-00356,9/28/2023,,Active,41,35-44,Non-binary,West,28,Middle,One Year,Standard,83.74,Bank Transfer,Yes,0,0,5,2348.5,12/30/2025,17,Low Risk,
CUST-00357,12/10/2022,5/31/2023,Churned,25,25-34,Female,Midwest,6,Low,One Year,Basic,46.77,Electronic Check,No,4,4,2,281.32,5/31/2023,90,Churned,Poor Support Experience
CUST-00358,11/22/2022,2/28/2023,Churned,19,18-24,Female,South,4,Middle,One Year,Basic,41.12,Bank Transfer,Yes,2,1,3,165.1,2/28/2023,49,Churned,Competitor Offer
CUST-00359,12/7/2024,2/28/2025,Churned,69,65+,Female,Northeast,3,High,Month-to-Month,Basic,39.25,Electronic Check,Yes,3,2,3,118.34,2/28/2025,77,Churned,Competitor Offer
CUST-00360,3/15/2025,9/30/2025,Churned,76,65+,Female,South,7,Middle,Month-to-Month,Standard,69.03,Bank Transfer,No,3,1,3,483.21,9/30/2025,72,Churned,Competitor Offer
CUST-00361,4/15/2023,,Active,68,65+,Female,Northeast,33,High,One Year,Basic,49.43,Credit Card,No,1,1,4,1633.41,12/12/2025,42,Medium Risk,
CUST-00362,2/15/2022,,Active,58,55-64,Female,South,47,High,Month-to-Month,Premium,103.12,Electronic Check,Yes,1,0,4,4852.84,12/10/2025,52,Medium Risk,
CUST-00363,6/19/2022,10/31/2022,Churned,37,35-44,Male,South,5,Low,One Year,Standard,80.43,Electronic Check,No,1,1,4,402.15,10/31/2022,46,Churned,Relocation
CUST-00364,4/15/2024,,Active,30,25-34,Male,West,21,Middle,Month-to-Month,Standard,68.36,Credit Card,Yes,3,2,4,1437.62,12/11/2025,45,Medium Risk,
CUST-00365,2/9/2024,9/30/2025,Churned,59,55-64,Male,Northeast,20,High,One Year,Standard,84.4,Electronic Check,No,5,4,2,1689.27,9/30/2025,79,Churned,Poor Support Experience
CUST-00366,9/28/2022,,Active,40,35-44,Male,Midwest,40,Low,Month-to-Month,Standard,85.45,Mailed Check,Yes,0,0,5,3423.12,12/22/2025,34,Low Risk,
CUST-00367,12/18/2022,,Active,76,65+,Female,South,37,Low,One Year,Standard,87.99,Mailed Check,No,0,1,5,3260.91,12/12/2025,26,Low Risk,
CUST-00368,2/24/2023,,Active,29,25-34,Female,South,35,High,Month-to-Month,Standard,69.76,Credit Card,Yes,3,2,4,2444.75,10/21/2025,49,Medium Risk,
CUST-00369,3/30/2022,,Active,76,65+,Male,Northeast,46,High,Two Year,Standard,79.04,Bank Transfer,Yes,3,2,4,3640.6,12/29/2025,24,Low Risk,
CUST-00370,7/15/2022,,Active,48,45-54,Female,Midwest,42,Middle,One Year,Standard,62,Credit Card,Yes,0,2,5,2607.72,12/5/2025,25,Low Risk,
CUST-00371,9/24/2023,,Active,66,65+,Male,West,28,High,One Year,Basic,48.58,Bank Transfer,Yes,3,2,3,1362.43,12/6/2025,43,Medium Risk,
CUST-00372,1/29/2024,,Active,72,65+,Male,South,24,Low,Month-to-Month,Premium,106.58,Credit Card,Yes,1,2,4,2561.12,10/23/2025,51,Medium Risk,
CUST-00373,11/15/2022,8/31/2024,Churned,69,65+,Male,South,22,High,One Year,Basic,59.44,Bank Transfer,Yes,3,2,3,1309.46,8/31/2024,45,Churned,Relocation
CUST-00374,10/13/2023,,Active,38,35-44,Female,Northeast,27,Low,One Year,Basic,46.85,Bank Transfer,Yes,1,0,4,1267.05,12/12/2025,26,Low Risk,
CUST-00375,6/20/2022,,Active,78,65+,Male,Northeast,43,Low,One Year,Basic,51.23,Credit Card,No,2,2,3,2205.97,10/21/2025,56,Medium Risk,
CUST-00376,10/29/2022,10/31/2023,Churned,67,65+,Male,Midwest,13,High,Month-to-Month,Standard,71.17,Electronic Check,Yes,1,1,4,926.28,10/31/2023,49,Churned,Competitor Offer
CUST-00377,2/28/2024,,Active,63,55-64,Female,Northeast,23,Middle,Month-to-Month,Premium,100.19,Electronic Check,Yes,1,0,4,2307.37,11/20/2025,56,Medium Risk,
CUST-00378,1/9/2024,,Active,26,25-34,Female,Midwest,24,High,Month-to-Month,Standard,71.2,Mailed Check,No,1,2,4,1710.94,10/26/2025,52,Medium Risk,
CUST-00379,5/13/2023,,Active,40,35-44,Female,Northeast,32,Low,One Year,Standard,67.6,Bank Transfer,No,3,1,4,2166.23,12/29/2025,38,Low Risk,
CUST-00380,3/5/2025,,Active,54,45-54,Female,Northeast,10,Low,One Year,Basic,39.4,Mailed Check,No,3,1,3,394.59,10/30/2025,59,Medium Risk,
CUST-00381,4/22/2022,,Active,25,25-34,Female,West,45,High,One Year,Basic,52.83,Credit Card,Yes,3,0,4,2380.51,12/18/2025,32,Low Risk,
CUST-00382,8/21/2024,,Active,75,65+,Female,West,17,Low,Two Year,Standard,60.01,Electronic Check,No,0,3,5,1021.97,12/14/2025,36,Low Risk,
CUST-00383,7/18/2025,10/31/2025,Churned,80,65+,Non-binary,West,4,Middle,Two Year,Premium,109.3,Mailed Check,No,3,1,5,437.2,10/31/2025,46,Churned,Price Too High
CUST-00384,8/5/2023,,Active,29,25-34,Female,South,29,High,Two Year,Standard,75.32,Mailed Check,No,3,3,4,2187.67,12/20/2025,33,Low Risk,
CUST-00385,11/14/2023,,Active,57,55-64,Male,West,26,Low,Month-to-Month,Standard,70.76,Bank Transfer,Yes,1,0,5,1842.94,12/19/2025,36,Low Risk,
CUST-00386,7/19/2025,,Active,54,45-54,Male,Northeast,6,High,Two Year,Standard,60.87,Credit Card,Yes,2,1,4,366.13,12/28/2025,22,Low Risk,
CUST-00387,11/16/2024,,Active,55,55-64,Female,West,14,Middle,Two Year,Premium,122.27,Mailed Check,No,0,1,4,1715.44,12/13/2025,32,Low Risk,
CUST-00388,1/14/2023,,Active,55,55-64,Male,West,36,Low,One Year,Standard,62.19,Bank Transfer,No,1,2,4,2241.63,12/13/2025,35,Low Risk,
CUST-00389,2/1/2023,,Active,75,65+,Male,Northeast,35,High,Month-to-Month,Premium,93.7,Electronic Check,No,1,3,4,3283.73,11/2/2025,61,Medium Risk,
CUST-00390,4/3/2022,,Active,76,65+,Female,West,45,High,Month-to-Month,Standard,84.48,Mailed Check,No,0,2,5,3806.68,10/29/2025,50,Medium Risk,
CUST-00391,5/9/2023,,Active,45,45-54,Male,South,32,Low,Month-to-Month,Basic,61.02,Bank Transfer,Yes,2,1,5,1955.4,12/7/2025,49,Medium Risk,
CUST-00392,8/20/2025,,Active,62,55-64,Male,South,5,Low,One Year,Standard,84.39,Bank Transfer,Yes,2,1,4,423.22,12/29/2025,34,Low Risk,
CUST-00393,1/29/2024,,Active,63,55-64,Female,West,24,Low,One Year,Basic,55.94,Bank Transfer,Yes,3,0,3,1344.24,10/20/2025,41,Medium Risk,
CUST-00394,9/14/2024,,Active,43,35-44,Female,Midwest,16,Low,One Year,Basic,36.94,Electronic Check,No,1,3,4,592.14,11/4/2025,55,Medium Risk,
CUST-00395,12/22/2024,9/30/2025,Churned,30,25-34,Female,Midwest,10,Middle,Month-to-Month,Standard,69.64,Bank Transfer,Yes,5,0,2,697.44,9/30/2025,70,Churned,Poor Support Experience
CUST-00396,2/10/2022,,Active,46,45-54,Male,Midwest,47,Low,Two Year,Standard,66.33,Mailed Check,No,1,2,5,3121.47,12/21/2025,26,Low Risk,
CUST-00397,4/16/2024,11/30/2025,Churned,46,45-54,Male,South,20,Low,Month-to-Month,Standard,80.44,Credit Card,Yes,3,2,4,1610.01,11/30/2025,50,Churned,Competitor Offer
CUST-00398,5/31/2024,12/31/2024,Churned,43,35-44,Female,Northeast,8,Low,Month-to-Month,Premium,105.42,Electronic Check,No,0,2,5,844.94,12/31/2024,74,Churned,Price Too High
CUST-00399,11/14/2023,,Active,28,25-34,Male,South,26,Low,Two Year,Standard,72.49,Bank Transfer,Yes,2,0,4,1888.01,12/23/2025,16,Low Risk,
CUST-00400,6/16/2025,8/31/2025,Churned,36,35-44,Female,South,3,Low,Month-to-Month,Standard,69.68,Credit Card,Yes,0,1,5,209.04,8/31/2025,39,Churned,Competitor Offer
CUST-00401,4/4/2025,,Active,49,45-54,Male,West,9,Low,Month-to-Month,Basic,40.35,Credit Card,Yes,2,2,4,363.76,10/25/2025,60,Medium Risk,
CUST-00402,9/29/2022,,Active,73,65+,Male,Midwest,40,Middle,One Year,Premium,105.47,Electronic Check,Yes,1,0,4,4225.12,12/4/2025,38,Low Risk,
CUST-00403,8/11/2023,9/30/2024,Churned,18,18-24,Female,South,14,Middle,Month-to-Month,Standard,71.66,Bank Transfer,Yes,2,2,3,1004.31,9/30/2024,53,Churned,Competitor Offer
CUST-00404,4/19/2022,,Active,72,65+,Male,South,45,Middle,Month-to-Month,Standard,74.26,Electronic Check,Yes,2,3,3,3346.14,12/9/2025,60,Medium Risk,
CUST-00405,6/10/2025,9/30/2025,Churned,46,45-54,Male,South,4,Middle,Month-to-Month,Standard,63.25,Bank Transfer,Yes,0,1,5,253,9/30/2025,41,Churned,Competitor Offer
CUST-00406,8/4/2024,,Active,68,65+,Male,South,17,Middle,One Year,Standard,83.77,Mailed Check,No,0,3,4,1426.61,12/16/2025,39,Low Risk,
CUST-00407,2/23/2025,,Active,20,18-24,Female,West,11,Middle,One Year,Basic,48.01,Bank Transfer,No,2,2,4,528.83,11/19/2025,51,Medium Risk,
CUST-00408,1/22/2022,,Active,75,65+,Female,Midwest,48,Middle,One Year,Basic,43.5,Bank Transfer,Yes,1,2,4,2090.6,12/7/2025,35,Low Risk,
CUST-00409,4/19/2022,,Active,35,35-44,Male,Northeast,45,Middle,One Year,Premium,93.41,Credit Card,Yes,2,1,4,4209.05,12/14/2025,21,Low Risk,
CUST-00410,8/10/2023,,Active,71,65+,Female,West,29,Middle,Month-to-Month,Standard,80.16,Credit Card,Yes,2,0,5,2328.24,12/8/2025,35,Low Risk,
CUST-00411,5/31/2022,,Active,38,35-44,Female,South,44,High,Two Year,Basic,51.95,Mailed Check,No,2,3,4,2288.92,10/21/2025,45,Medium Risk,
CUST-00412,1/22/2025,3/31/2025,Churned,54,45-54,Male,Northeast,3,Low,Month-to-Month,Basic,39.8,Electronic Check,No,4,2,3,119.4,3/31/2025,92,Churned,Service Issues
CUST-00413,9/26/2024,,Active,48,45-54,Female,South,16,Middle,Month-to-Month,Basic,53.44,Electronic Check,No,2,1,4,856.64,12/9/2025,69,Medium Risk,
CUST-00414,6/12/2024,8/31/2024,Churned,65,65+,Female,Midwest,3,Low,Month-to-Month,Basic,61.42,Mailed Check,No,2,2,4,184.26,8/31/2024,70,Churned,Competitor Offer
CUST-00415,5/1/2025,8/31/2025,Churned,34,25-34,Female,South,4,Middle,One Year,Premium,123.23,Mailed Check,No,6,3,3,492.92,8/31/2025,74,Churned,Price Too High
CUST-00416,2/28/2022,,Active,35,35-44,Female,Midwest,47,High,Month-to-Month,Standard,66.75,Electronic Check,No,1,2,4,3141.25,12/3/2025,64,Medium Risk,
CUST-00417,6/28/2023,,Active,47,45-54,Male,Midwest,31,Middle,Two Year,Standard,80.26,Electronic Check,No,1,3,4,2491.66,10/27/2025,41,Medium Risk,
CUST-00418,1/30/2025,,Active,19,18-24,Female,South,12,High,One Year,Standard,71.78,Bank Transfer,Yes,4,1,4,862.44,12/14/2025,37,Low Risk,
CUST-00419,6/15/2023,3/31/2024,Churned,31,25-34,Male,Northeast,10,Low,One Year,Premium,107.64,Electronic Check,No,2,1,4,1078.01,3/31/2024,58,Churned,Price Too High
CUST-00420,5/6/2024,6/30/2025,Churned,77,65+,Male,West,14,Middle,Month-to-Month,Basic,55.17,Credit Card,Yes,4,2,4,773.21,6/30/2025,60,Churned,Service Issues
CUST-00421,1/19/2023,,Active,50,45-54,Non-binary,South,36,Middle,Month-to-Month,Premium,118.2,Credit Card,Yes,3,2,3,4260.51,11/16/2025,63,Medium Risk,
CUST-00422,1/28/2023,,Active,26,25-34,Female,West,36,Middle,Month-to-Month,Standard,86.35,Credit Card,Yes,4,2,2,3112.5,11/12/2025,65,Medium Risk,
CUST-00423,8/31/2025,,Active,24,18-24,Male,Northeast,5,Low,Two Year,Premium,94.7,Bank Transfer,No,3,3,4,474.92,10/30/2025,47,Medium Risk,
CUST-00424,3/31/2025,,Active,19,18-24,Male,West,10,Low,One Year,Basic,38.15,Credit Card,Yes,3,2,3,382.07,11/9/2025,55,Medium Risk,
CUST-00425,7/4/2024,9/30/2025,Churned,22,18-24,Male,Northeast,15,High,Month-to-Month,Basic,38.41,Electronic Check,No,2,2,4,576.73,9/30/2025,70,Churned,Competitor Offer
CUST-00426,4/30/2022,,Active,35,35-44,Female,South,45,Middle,Two Year,Standard,83.18,Mailed Check,Yes,1,0,5,3748.1,12/22/2025,12,Low Risk,
CUST-00427,1/17/2022,,Active,26,25-34,Male,Midwest,48,Middle,Month-to-Month,Basic,59.14,Electronic Check,Yes,4,2,3,2842.28,10/29/2025,71,High Risk,
CUST-00428,11/5/2023,,Active,47,45-54,Male,South,26,Middle,Month-to-Month,Basic,42.5,Bank Transfer,Yes,6,1,3,1106.92,10/28/2025,66,Medium Risk,
CUST-00429,10/24/2024,11/30/2025,Churned,37,35-44,Female,Northeast,14,Middle,One Year,Standard,73.82,Electronic Check,No,4,5,2,1034.59,11/30/2025,78,Churned,Service Issues
CUST-00430,11/28/2024,3/31/2025,Churned,65,65+,Male,West,5,Low,Month-to-Month,Standard,76.23,Electronic Check,Yes,0,0,4,382.29,3/31/2025,52,Churned,Competitor Offer
CUST-00431,8/6/2025,11/30/2025,Churned,69,65+,Female,Northeast,4,Low,Month-to-Month,Standard,75.83,Electronic Check,No,3,5,3,303.32,11/30/2025,89,Churned,Competitor Offer
CUST-00432,6/30/2022,8/31/2024,Churned,38,35-44,Female,Northeast,27,Low,Month-to-Month,Basic,54.94,Credit Card,Yes,4,2,2,1485.02,8/31/2024,73,Churned,Poor Support Experience
CUST-00433,11/21/2022,11/30/2023,Churned,44,35-44,Female,Northeast,13,Middle,Month-to-Month,Premium,111.37,Credit Card,Yes,0,2,4,1449.48,11/30/2023,43,Churned,Price Too High
CUST-00434,10/2/2024,3/31/2025,Churned,51,45-54,Male,South,6,High,One Year,Basic,55.97,Credit Card,Yes,7,1,1,336.66,3/31/2025,66,Churned,Service Issues
CUST-00435,5/9/2023,12/31/2023,Churned,62,55-64,Female,Midwest,8,Low,Month-to-Month,Standard,88.97,Bank Transfer,Yes,4,0,4,713.09,12/31/2023,49,Churned,Poor Support Experience
CUST-00436,11/16/2024,,Active,51,45-54,Female,Northeast,14,Middle,One Year,Standard,77.41,Electronic Check,No,0,2,4,1086.06,12/9/2025,39,Low Risk,
CUST-00437,6/29/2024,,Active,55,55-64,Female,Northeast,19,High,Month-to-Month,Standard,77.48,Bank Transfer,Yes,3,1,4,1474.44,12/11/2025,44,Medium Risk,
CUST-00438,3/5/2023,,Active,52,45-54,Female,West,34,Middle,Month-to-Month,Premium,102.69,Credit Card,Yes,2,0,4,3496.08,12/1/2025,47,Medium Risk,
CUST-00439,3/7/2024,,Active,60,55-64,Female,Midwest,22,Middle,Month-to-Month,Standard,79.93,Bank Transfer,Yes,1,1,5,1760.86,12/23/2025,35,Low Risk,
CUST-00440,7/26/2023,10/31/2024,Churned,25,25-34,Male,West,16,Low,Month-to-Month,Basic,55.28,Electronic Check,No,6,1,2,885.31,10/31/2024,93,Churned,Poor Support Experience
CUST-00441,9/30/2022,4/30/2023,Churned,45,45-54,Female,Midwest,8,Low,Month-to-Month,Premium,100.5,Electronic Check,No,3,5,2,805.51,4/30/2023,98,Churned,Competitor Offer
CUST-00442,2/2/2024,,Active,38,35-44,Non-binary,South,23,Low,One Year,Premium,108.76,Bank Transfer,Yes,4,2,3,2504.74,10/25/2025,46,Medium Risk,
CUST-00443,7/31/2025,,Active,49,45-54,Male,Midwest,6,High,Month-to-Month,Premium,119.71,Electronic Check,No,6,3,2,720.06,10/1/2025,98,High Risk,
CUST-00444,1/11/2023,,Active,59,55-64,Female,Northeast,36,High,One Year,Basic,47.82,Bank Transfer,Yes,4,1,4,1723.68,10/28/2025,40,Medium Risk,
CUST-00445,9/22/2024,,Active,19,18-24,Non-binary,Midwest,16,Middle,Two Year,Basic,36.12,Mailed Check,No,6,2,1,579,11/5/2025,65,Medium Risk,
CUST-00446,8/23/2024,,Active,43,35-44,Female,Northeast,17,High,Two Year,Basic,53.6,Credit Card,Yes,2,1,3,912.8,12/19/2025,34,Low Risk,
CUST-00447,1/31/2022,,Active,27,25-34,Male,South,48,Low,One Year,Basic,55.47,Bank Transfer,Yes,4,2,3,2665.88,10/29/2025,51,Medium Risk,
CUST-00448,3/2/2023,,Active,44,35-44,Male,West,34,Middle,One Year,Standard,62.93,Credit Card,No,2,3,4,2142.44,11/22/2025,42,Medium Risk,
CUST-00449,6/4/2025,,Active,77,65+,Male,South,7,Low,Month-to-Month,Premium,122.91,Bank Transfer,No,3,3,4,862.21,11/6/2025,77,High Risk,
CUST-00450,7/15/2024,,Active,63,55-64,Male,South,18,Middle,Month-to-Month,Standard,76.72,Mailed Check,Yes,3,2,4,1383.26,10/22/2025,46,Medium Risk,
CUST-00451,12/8/2023,,Active,37,35-44,Female,Northeast,25,High,Month-to-Month,Basic,44.92,Mailed Check,No,2,1,4,1125.01,12/1/2025,59,Medium Risk,
CUST-00452,9/25/2023,11/30/2023,Churned,72,65+,Male,South,3,Low,Month-to-Month,Basic,53.33,Bank Transfer,No,3,3,4,159.99,11/30/2023,77,Churned,Competitor Offer
CUST-00453,11/27/2022,12/31/2023,Churned,53,45-54,Male,Midwest,14,Middle,Month-to-Month,Standard,90.03,Bank Transfer,Yes,3,2,3,1263.12,12/31/2023,50,Churned,Competitor Offer
CUST-00454,10/22/2024,,Active,45,45-54,Female,Northeast,15,Low,One Year,Basic,44.91,Credit Card,Yes,2,2,3,674.99,11/29/2025,47,Medium Risk,
CUST-00455,6/14/2023,,Active,80,65+,Male,West,31,High,One Year,Standard,74.57,Bank Transfer,Yes,4,1,4,2315.03,12/27/2025,32,Low Risk,
CUST-00456,5/31/2024,7/31/2024,Churned,28,25-34,Female,Northeast,3,Middle,Month-to-Month,Basic,38.78,Electronic Check,No,6,3,1,116.34,7/31/2024,98,Churned,Poor Support Experience
CUST-00457,3/3/2023,,Active,32,25-34,Female,Midwest,34,High,One Year,Standard,62.96,Electronic Check,Yes,1,0,5,2143.46,12/12/2025,27,Low Risk,
CUST-00458,10/10/2024,12/31/2024,Churned,35,35-44,Female,Midwest,3,Low,Month-to-Month,Basic,48.17,Electronic Check,No,2,1,3,145.23,12/31/2024,83,Churned,Competitor Offer
CUST-00459,6/6/2023,8/31/2023,Churned,21,18-24,Male,West,3,High,Month-to-Month,Standard,65,Mailed Check,No,1,1,4,195,8/31/2023,58,Churned,Competitor Offer
CUST-00460,9/25/2024,,Active,74,65+,Female,Midwest,16,Middle,One Year,Basic,50.64,Bank Transfer,Yes,5,0,2,811.76,12/5/2025,56,Medium Risk,
CUST-00461,1/21/2024,,Active,55,55-64,Male,Midwest,24,Middle,One Year,Basic,48.48,Credit Card,No,3,1,3,1164.98,11/6/2025,51,Medium Risk,
CUST-00462,3/5/2023,12/31/2025,Churned,34,25-34,Male,Northeast,34,Middle,One Year,Standard,73.32,Electronic Check,No,0,3,5,2496.18,12/31/2025,41,Churned,Billing Issues
CUST-00463,10/3/2022,,Active,62,55-64,Female,Midwest,39,Middle,Month-to-Month,Standard,70.32,Credit Card,No,0,3,5,2746.68,12/12/2025,47,Medium Risk,
CUST-00464,6/25/2024,11/30/2025,Churned,20,18-24,Male,Northeast,18,Middle,Month-to-Month,Premium,97.55,Electronic Check,No,3,2,3,1757.36,11/30/2025,80,Churned,Competitor Offer
CUST-00465,8/21/2023,,Active,44,35-44,Female,Northeast,29,Middle,Two Year,Standard,66.09,Credit Card,No,3,1,3,1919.58,12/9/2025,35,Low Risk,
CUST-00466,9/7/2022,8/31/2024,Churned,20,18-24,Female,Midwest,24,Middle,One Year,Basic,52.35,Credit Card,No,3,3,4,1257.98,8/31/2024,48,Churned,Billing Issues
CUST-00467,6/10/2024,12/31/2024,Churned,68,65+,Female,South,7,Middle,Month-to-Month,Standard,64.58,Bank Transfer,No,3,3,4,453.03,12/31/2024,70,Churned,Competitor Offer
CUST-00468,2/26/2022,10/31/2022,Churned,33,25-34,Non-binary,West,9,Low,Month-to-Month,Basic,57.91,Bank Transfer,Yes,4,1,3,521.19,10/31/2022,69,Churned,Poor Support Experience
CUST-00469,1/28/2024,,Active,51,45-54,Female,South,24,High,One Year,Premium,114.71,Mailed Check,No,0,1,5,2756.48,12/20/2025,35,Low Risk,
CUST-00470,12/14/2024,,Active,69,65+,Female,Northeast,13,Middle,One Year,Premium,122.13,Bank Transfer,Yes,1,1,5,1591.35,12/7/2025,31,Low Risk,
CUST-00471,4/22/2025,,Active,30,25-34,Male,Midwest,9,Middle,Month-to-Month,Premium,112.26,Credit Card,Yes,1,1,5,1012.02,11/9/2025,55,Medium Risk,
CUST-00472,11/7/2022,,Active,50,45-54,Female,South,38,High,Month-to-Month,Basic,53.78,Electronic Check,No,3,3,4,2046.88,9/7/2025,76,High Risk,
CUST-00473,8/4/2023,,Active,57,55-64,Female,South,29,Low,Month-to-Month,Standard,64.13,Mailed Check,No,3,1,4,1862.65,11/14/2025,56,Medium Risk,
CUST-00474,8/8/2024,,Active,21,18-24,Male,Northeast,17,Middle,One Year,Premium,93.55,Bank Transfer,Yes,3,2,3,1593.15,11/30/2025,42,Medium Risk,
CUST-00475,8/3/2023,,Active,37,35-44,Female,South,29,Middle,One Year,Standard,75.96,Electronic Check,Yes,0,0,5,2206.26,12/22/2025,27,Low Risk,
CUST-00476,12/22/2024,2/28/2025,Churned,54,45-54,Female,Midwest,3,Middle,Month-to-Month,Basic,41.61,Mailed Check,No,3,3,2,125.45,2/28/2025,96,Churned,Competitor Offer
CUST-00477,6/16/2023,4/30/2025,Churned,74,65+,Non-binary,South,23,High,Month-to-Month,Premium,120.54,Credit Card,Yes,1,1,5,2776.04,4/30/2025,48,Churned,Price Too High
CUST-00478,1/25/2025,,Active,68,65+,Female,South,12,Low,Two Year,Standard,68.1,Bank Transfer,Yes,3,2,4,818.22,12/16/2025,34,Low Risk,
CUST-00479,6/22/2023,,Active,77,65+,Female,Midwest,31,Low,Two Year,Standard,68.85,Credit Card,Yes,5,2,2,2137.44,11/19/2025,45,Medium Risk,
CUST-00480,6/7/2025,,Active,22,18-24,Male,Midwest,7,High,Two Year,Standard,71.07,Credit Card,Yes,1,1,5,498.56,12/26/2025,22,Low Risk,
CUST-00481,5/10/2023,,Active,74,65+,Male,West,32,High,One Year,Basic,42.7,Bank Transfer,Yes,5,1,3,1368.32,11/4/2025,52,Medium Risk,
CUST-00482,6/27/2022,,Active,39,35-44,Male,South,43,Middle,One Year,Standard,84.35,Mailed Check,No,4,1,3,3632.13,10/20/2025,48,Medium Risk,
CUST-00483,12/3/2022,,Active,49,45-54,Female,West,37,Low,One Year,Standard,61.62,Credit Card,Yes,3,0,4,2283.62,12/21/2025,23,Low Risk,
CUST-00484,11/28/2024,,Active,37,35-44,Male,Midwest,14,Middle,Month-to-Month,Basic,49.89,Electronic Check,Yes,5,0,3,699.96,11/28/2025,68,Medium Risk,
CUST-00485,7/22/2022,,Active,20,18-24,Female,West,42,Low,Month-to-Month,Premium,103.65,Credit Card,Yes,1,2,4,4359.5,11/10/2025,51,Medium Risk,
CUST-00486,1/11/2023,5/31/2024,Churned,72,65+,Male,South,17,Middle,Month-to-Month,Basic,55.4,Credit Card,No,1,3,3,942.63,5/31/2024,66,Churned,Competitor Offer
CUST-00487,6/27/2022,11/30/2023,Churned,52,45-54,Male,West,18,Middle,Two Year,Standard,75.68,Mailed Check,No,3,3,3,1363.38,11/30/2023,43,Churned,Billing Issues
CUST-00488,5/25/2022,,Active,32,25-34,Male,Northeast,44,Middle,One Year,Standard,73.76,Mailed Check,No,3,2,3,3249.88,10/31/2025,47,Medium Risk,
CUST-00489,3/14/2025,11/30/2025,Churned,78,65+,Female,South,9,High,Month-to-Month,Standard,69.93,Mailed Check,No,2,2,3,629.37,11/30/2025,69,Churned,Competitor Offer
CUST-00490,10/16/2023,,Active,41,35-44,Male,South,27,High,One Year,Premium,102.7,Electronic Check,Yes,2,2,5,2777.52,12/13/2025,49,Medium Risk,
CUST-00491,7/24/2025,,Active,66,65+,Female,West,6,Middle,Month-to-Month,Basic,56.24,Bank Transfer,Yes,3,2,4,338.28,10/29/2025,66,Medium Risk,
CUST-00492,5/1/2023,,Active,57,55-64,Female,South,32,Low,One Year,Basic,50.5,Bank Transfer,Yes,1,1,5,1618.28,12/16/2025,34,Low Risk,
CUST-00493,5/6/2025,,Active,72,65+,Female,Midwest,8,High,One Year,Standard,85.44,Mailed Check,Yes,1,1,5,684.8,12/31/2025,27,Low Risk,
CUST-00494,10/15/2023,,Active,28,25-34,Male,South,27,Middle,One Year,Standard,64.17,Credit Card,No,2,2,4,1735.47,12/6/2025,35,Low Risk,
CUST-00495,11/11/2023,,Active,55,55-64,Male,South,26,Middle,Month-to-Month,Basic,56.05,Electronic Check,No,7,3,1,1459.82,10/23/2025,98,High Risk,
CUST-00496,5/1/2022,,Active,80,65+,Male,South,44,Low,Month-to-Month,Basic,57.8,Bank Transfer,No,4,3,2,2546.68,9/22/2025,86,High Risk,
