MonthStart,CustomerID,MonthlyRevenue
4/1/2024,CUST-00378,71.2
5/1/2024,CUST-00378,71.2
6/1/2024,CUST-00378,71.2
7/1/2024,CUST-00378,71.2
8/1/2024,CUST-00378,71.2
9/1/2024,CUST-00378,71.2
10/1/2024,CUST-00378,71.2
11/1/2024,CUST-00378,71.2
12/1/2024,CUST-00378,72.27
1/1/2025,CUST-00378,71.2
2/1/2025,CUST-00378,71.2
3/1/2025,CUST-00378,71.2
4/1/2025,CUST-00378,71.2
5/1/2025,CUST-00378,71.2
6/1/2025,CUST-00378,71.2
7/1/2025,CUST-00378,71.2
8/1/2025,CUST-00378,71.2
9/1/2025,CUST-00378,71.2
10/1/2025,CUST-00378,71.2
11/1/2025,CUST-00378,71.2
12/1/2025,CUST-00378,72.27
5/1/2023,CUST-00379,67.6
6/1/2023,CUST-00379,67.6
7/1/2023,CUST-00379,67.6
8/1/2023,CUST-00379,67.6
9/1/2023,CUST-00379,67.6
10/1/2023,CUST-00379,67.6
11/1/2023,CUST-00379,67.6
12/1/2023,CUST-00379,68.61
1/1/2024,CUST-00379,67.6
2/1/2024,CUST-00379,67.6
3/1/2024,CUST-00379,67.6
4/1/2024,CUST-00379,67.6
5/1/2024,CUST-00379,67.6
6/1/2024,CUST-00379,67.6
7/1/2024,CUST-00379,67.6
8/1/2024,CUST-00379,67.6
9/1/2024,CUST-00379,67.6
10/1/2024,CUST-00379,67.6
11/1/2024,CUST-00379,67.6
12/1/2024,CUST-00379,68.61
1/1/2025,CUST-00379,67.6
2/1/2025,CUST-00379,67.6
3/1/2025,CUST-00379,67.6
4/1/2025,CUST-00379,67.6
5/1/2025,CUST-00379,67.6
6/1/2025,CUST-00379,67.6
7/1/2025,CUST-00379,67.6
8/1/2025,CUST-00379,67.6
9/1/2025,CUST-00379,67.6
10/1/2025,CUST-00379,67.6
11/1/2025,CUST-00379,67.6
12/1/2025,CUST-00379,68.61
3/1/2025,CUST-00380,39.4
4/1/2025,CUST-00380,39.4
5/1/2025,CUST-00380,39.4
6/1/2025,CUST-00380,39.4
7/1/2025,CUST-00380,39.4
8/1/2025,CUST-00380,39.4
9/1/2025,CUST-00380,39.4
10/1/2025,CUST-00380,39.4
11/1/2025,CUST-00380,39.4
12/1/2025,CUST-00380,39.99
4/1/2022,CUST-00381,52.83
5/1/2022,CUST-00381,52.83
6/1/2022,CUST-00381,52.83
7/1/2022,CUST-00381,52.83
8/1/2022,CUST-00381,52.83
9/1/2022,CUST-00381,52.83
10/1/2022,CUST-00381,52.83
11/1/2022,CUST-00381,52.83
12/1/2022,CUST-00381,53.62
1/1/2023,CUST-00381,52.83
2/1/2023,CUST-00381,52.83
3/1/2023,CUST-00381,52.83
4/1/2023,CUST-00381,52.83
5/1/2023,CUST-00381,52.83
6/1/2023,CUST-00381,52.83
7/1/2023,CUST-00381,52.83
8/1/2023,CUST-00381,52.83
9/1/2023,CUST-00381,52.83
10/1/2023,CUST-00381,52.83
11/1/2023,CUST-00381,52.83
12/1/2023,CUST-00381,53.62
1/1/2024,CUST-00381,52.83
2/1/2024,CUST-00381,52.83
3/1/2024,CUST-00381,52.83
4/1/2024,CUST-00381,52.83
5/1/2024,CUST-00381,52.83
6/1/2024,CUST-00381,52.83
7/1/2024,CUST-00381,52.83
8/1/2024,CUST-00381,52.83
9/1/2024,CUST-00381,52.83
10/1/2024,CUST-00381,52.83
11/1/2024,CUST-00381,52.83
12/1/2024,CUST-00381,53.62
1/1/2025,CUST-00381,52.83
2/1/2025,CUST-00381,52.83
3/1/2025,CUST-00381,52.83
4/1/2025,CUST-00381,52.83
5/1/2025,CUST-00381,52.83
6/1/2025,CUST-00381,52.83
7/1/2025,CUST-00381,52.83
8/1/2025,CUST-00381,52.83
9/1/2025,CUST-00381,52.83
10/1/2025,CUST-00381,52.83
11/1/2025,CUST-00381,52.83
12/1/2025,CUST-00381,53.62
8/1/2024,CUST-00382,60.01
9/1/2024,CUST-00382,60.01
10/1/2024,CUST-00382,60.01
11/1/2024,CUST-00382,60.01
12/1/2024,CUST-00382,60.91
1/1/2025,CUST-00382,60.01
2/1/2025,CUST-00382,60.01
3/1/2025,CUST-00382,60.01
4/1/2025,CUST-00382,60.01
5/1/2025,CUST-00382,60.01
6/1/2025,CUST-00382,60.01
7/1/2025,CUST-00382,60.01
8/1/2025,CUST-00382,60.01
9/1/2025,CUST-00382,60.01
10/1/2025,CUST-00382,60.01
11/1/2025,CUST-00382,60.01
12/1/2025,CUST-00382,60.91
7/1/2025,CUST-00383,109.3
8/1/2025,CUST-00383,109.3
9/1/2025,CUST-00383,109.3
10/1/2025,CUST-00383,109.3
8/1/2023,CUST-00384,75.32
9/1/2023,CUST-00384,75.32
10/1/2023,CUST-00384,75.32
11/1/2023,CUST-00384,75.32
12/1/2023,CUST-00384,76.45
1/1/2024,CUST-00384,75.32
2/1/2024,CUST-00384,75.32
3/1/2024,CUST-00384,75.32
4/1/2024,CUST-00384,75.32
5/1/2024,CUST-00384,75.32
6/1/2024,CUST-00384,75.32
7/1/2024,CUST-00384,75.32
8/1/2024,CUST-00384,75.32
9/1/2024,CUST-00384,75.32
10/1/2024,CUST-00384,75.32
11/1/2024,CUST-00384,75.32
12/1/2024,CUST-00384,76.45
1/1/2025,CUST-00384,75.32
2/1/2025,CUST-00384,75.32
3/1/2025,CUST-00384,75.32
4/1/2025,CUST-00384,75.32
5/1/2025,CUST-00384,75.32
6/1/2025,CUST-00384,75.32
7/1/2025,CUST-00384,75.32
8/1/2025,CUST-00384,75.32
9/1/2025,CUST-00384,75.32
10/1/2025,CUST-00384,75.32
11/1/2025,CUST-00384,75.32
12/1/2025,CUST-00384,76.45
11/1/2023,CUST-00385,70.76
12/1/2023,CUST-00385,71.82
1/1/2024,CUST-00385,70.76
2/1/2024,CUST-00385,70.76
3/1/2024,CUST-00385,70.76
4/1/2024,CUST-00385,70.76
5/1/2024,CUST-00385,70.76
6/1/2024,CUST-00385,70.76
7/1/2024,CUST-00385,70.76
8/1/2024,CUST-00385,70.76
9/1/2024,CUST-00385,70.76
10/1/2024,CUST-00385,70.76
11/1/2024,CUST-00385,70.76
12/1/2024,CUST-00385,71.82
1/1/2025,CUST-00385,70.76
2/1/2025,CUST-00385,70.76
3/1/2025,CUST-00385,70.76
4/1/2025,CUST-00385,70.76
5/1/2025,CUST-00385,70.76
6/1/2025,CUST-00385,70.76
7/1/2025,CUST-00385,70.76
8/1/2025,CUST-00385,70.76
9/1/2025,CUST-00385,70.76
10/1/2025,CUST-00385,70.76
11/1/2025,CUST-00385,70.76
12/1/2025,CUST-00385,71.82
7/1/2025,CUST-00386,60.87
8/1/2025,CUST-00386,60.87
9/1/2025,CUST-00386,60.87
10/1/2025,CUST-00386,60.87
11/1/2025,CUST-00386,60.87
12/1/2025,CUST-00386,61.78
11/1/2024,CUST-00387,122.27
12/1/2024,CUST-00387,124.1
1/1/2025,CUST-00387,122.27
2/1/2025,CUST-00387,122.27
3/1/2025,CUST-00387,122.27
4/1/2025,CUST-00387,122.27
5/1/2025,CUST-00387,122.27
6/1/2025,CUST-00387,122.27
7/1/2025,CUST-00387,122.27
8/1/2025,CUST-00387,122.27
9/1/2025,CUST-00387,122.27
10/1/2025,CUST-00387,122.27
11/1/2025,CUST-00387,122.27
12/1/2025,CUST-00387,124.1
1/1/2023,CUST-00388,62.19
2/1/2023,CUST-00388,62.19
3/1/2023,CUST-00388,62.19
4/1/2023,CUST-00388,62.19
5/1/2023,CUST-00388,62.19
6/1/2023,CUST-00388,62.19
7/1/2023,CUST-00388,62.19
8/1/2023,CUST-00388,62.19
9/1/2023,CUST-00388,62.19
10/1/2023,CUST-00388,62.19
11/1/2023,CUST-00388,62.19
12/1/2023,CUST-00388,63.12
1/1/2024,CUST-00388,62.19
2/1/2024,CUST-00388,62.19
3/1/2024,CUST-00388,62.19
4/1/2024,CUST-00388,62.19
5/1/2024,CUST-00388,62.19
6/1/2024,CUST-00388,62.19
7/1/2024,CUST-00388,62.19
8/1/2024,CUST-00388,62.19
9/1/2024,CUST-00388,62.19
10/1/2024,CUST-00388,62.19
11/1/2024,CUST-00388,62.19
12/1/2024,CUST-00388,63.12
1/1/2025,CUST-00388,62.19
2/1/2025,CUST-00388,62.19
3/1/2025,CUST-00388,62.19
4/1/2025,CUST-00388,62.19
5/1/2025,CUST-00388,62.19
6/1/2025,CUST-00388,62.19
7/1/2025,CUST-00388,62.19
8/1/2025,CUST-00388,62.19
9/1/2025,CUST-00388,62.19
10/1/2025,CUST-00388,62.19
11/1/2025,CUST-00388,62.19
12/1/2025,CUST-00388,63.12
2/1/2023,CUST-00389,93.7
3/1/2023,CUST-00389,93.7
4/1/2023,CUST-00389,93.7
5/1/2023,CUST-00389,93.7
6/1/2023,CUST-00389,93.7
7/1/2023,CUST-00389,93.7
8/1/2023,CUST-00389,93.7
9/1/2023,CUST-00389,93.7
10/1/2023,CUST-00389,93.7
11/1/2023,CUST-00389,93.7
12/1/2023,CUST-00389,95.11
1/1/2024,CUST-00389,93.7
2/1/2024,CUST-00389,93.7
3/1/2024,CUST-00389,93.7
4/1/2024,CUST-00389,93.7
5/1/2024,CUST-00389,93.7
6/1/2024,CUST-00389,93.7
7/1/2024,CUST-00389,93.7
8/1/2024,CUST-00389,93.7
9/1/2024,CUST-00389,93.7
10/1/2024,CUST-00389,93.7
11/1/2024,CUST-00389,93.7
12/1/2024,CUST-00389,95.11
1/1/2025,CUST-00389,93.7
2/1/2025,CUST-00389,93.7
3/1/2025,CUST-00389,93.7
4/1/2025,CUST-00389,93.7
5/1/2025,CUST-00389,93.7
6/1/2025,CUST-00389,93.7
7/1/2025,CUST-00389,93.7
8/1/2025,CUST-00389,93.7
9/1/2025,CUST-00389,93.7
10/1/2025,CUST-00389,93.7
11/1/2025,CUST-00389,93.7
12/1/2025,CUST-00389,95.11
4/1/2022,CUST-00390,84.48
5/1/2022,CUST-00390,84.48
6/1/2022,CUST-00390,84.48
7/1/2022,CUST-00390,84.48
8/1/2022,CUST-00390,84.48
9/1/2022,CUST-00390,84.48
10/1/2022,CUST-00390,84.48
11/1/2022,CUST-00390,84.48
12/1/2022,CUST-00390,85.75
1/1/2023,CUST-00390,84.48
2/1/2023,CUST-00390,84.48
3/1/2023,CUST-00390,84.48
4/1/2023,CUST-00390,84.48
5/1/2023,CUST-00390,84.48
6/1/2023,CUST-00390,84.48
7/1/2023,CUST-00390,84.48
8/1/2023,CUST-00390,84.48
9/1/2023,CUST-00390,84.48
10/1/2023,CUST-00390,84.48
11/1/2023,CUST-00390,84.48
12/1/2023,CUST-00390,85.75
1/1/2024,CUST-00390,84.48
2/1/2024,CUST-00390,84.48
3/1/2024,CUST-00390,84.48
4/1/2024,CUST-00390,84.48
5/1/2024,CUST-00390,84.48
6/1/2024,CUST-00390,84.48
7/1/2024,CUST-00390,84.48
8/1/2024,CUST-00390,84.48
9/1/2024,CUST-00390,84.48
10/1/2024,CUST-00390,84.48
11/1/2024,CUST-00390,84.48
12/1/2024,CUST-00390,85.75
1/1/2025,CUST-00390,84.48
2/1/2025,CUST-00390,84.48
3/1/2025,CUST-00390,84.48
4/1/2025,CUST-00390,84.48
5/1/2025,CUST-00390,84.48
6/1/2025,CUST-00390,84.48
7/1/2025,CUST-00390,84.48
8/1/2025,CUST-00390,84.48
9/1/2025,CUST-00390,84.48
10/1/2025,CUST-00390,84.48
11/1/2025,CUST-00390,84.48
12/1/2025,CUST-00390,85.75
5/1/2023,CUST-00391,61.02
6/1/2023,CUST-00391,61.02
7/1/2023,CUST-00391,61.02
8/1/2023,CUST-00391,61.02
9/1/2023,CUST-00391,61.02
10/1/2023,CUST-00391,61.02
11/1/2023,CUST-00391,61.02
12/1/2023,CUST-00391,61.94
1/1/2024,CUST-00391,61.02
2/1/2024,CUST-00391,61.02
3/1/2024,CUST-00391,61.02
4/1/2024,CUST-00391,61.02
5/1/2024,CUST-00391,61.02
6/1/2024,CUST-00391,61.02
7/1/2024,CUST-00391,61.02
8/1/2024,CUST-00391,61.02
9/1/2024,CUST-00391,61.02
10/1/2024,CUST-00391,61.02
11/1/2024,CUST-00391,61.02
12/1/2024,CUST-00391,61.94
1/1/2025,CUST-00391,61.02
2/1/2025,CUST-00391,61.02
3/1/2025,CUST-00391,61.02
4/1/2025,CUST-00391,61.02
5/1/2025,CUST-00391,61.02
6/1/2025,CUST-00391,61.02
7/1/2025,CUST-00391,61.02
8/1/2025,CUST-00391,61.02
9/1/2025,CUST-00391,61.02
10/1/2025,CUST-00391,61.02
11/1/2025,CUST-00391,61.02
12/1/2025,CUST-00391,61.94
8/1/2025,CUST-00392,84.39
9/1/2025,CUST-00392,84.39
10/1/2025,CUST-00392,84.39
11/1/2025,CUST-00392,84.39
12/1/2025,CUST-00392,85.66
1/1/2024,CUST-00393,55.94
2/1/2024,CUST-00393,55.94
3/1/2024,CUST-00393,55.94
4/1/2024,CUST-00393,55.94
5/1/2024,CUST-00393,55.94
6/1/2024,CUST-00393,55.94
7/1/2024,CUST-00393,55.94
8/1/2024,CUST-00393,55.94
9/1/2024,CUST-00393,55.94
10/1/2024,CUST-00393,55.94
11/1/2024,CUST-00393,55.94
12/1/2024,CUST-00393,56.78
1/1/2025,CUST-00393,55.94
2/1/2025,CUST-00393,55.94
3/1/2025,CUST-00393,55.94
4/1/2025,CUST-00393,55.94
5/1/2025,CUST-00393,55.94
6/1/2025,CUST-00393,55.94
7/1/2025,CUST-00393,55.94
8/1/2025,CUST-00393,55.94
9/1/2025,CUST-00393,55.94
10/1/2025,CUST-00393,55.94
11/1/2025,CUST-00393,55.94
12/1/2025,CUST-00393,56.78
9/1/2024,CUST-00394,36.94
10/1/2024,CUST-00394,36.94
11/1/2024,CUST-00394,36.94
12/1/2024,CUST-00394,37.49
1/1/2025,CUST-00394,36.94
2/1/2025,CUST-00394,36.94
3/1/2025,CUST-00394,36.94
4/1/2025,CUST-00394,36.94
5/1/2025,CUST-00394,36.94
6/1/2025,CUST-00394,36.94
7/1/2025,CUST-00394,36.94
8/1/2025,CUST-00394,36.94
9/1/2025,CUST-00394,36.94
10/1/2025,CUST-00394,36.94
11/1/2025,CUST-00394,36.94
12/1/2025,CUST-00394,37.49
12/1/2024,CUST-00395,70.68
1/1/2025,CUST-00395,69.64
2/1/2025,CUST-00395,69.64
3/1/2025,CUST-00395,69.64
4/1/2025,CUST-00395,69.64
5/1/2025,CUST-00395,69.64
6/1/2025,CUST-00395,69.64
7/1/2025,CUST-00395,69.64
8/1/2025,CUST-00395,69.64
9/1/2025,CUST-00395,69.64
2/1/2022,CUST-00396,66.33
3/1/2022,CUST-00396,66.33
4/1/2022,CUST-00396,66.33
5/1/2022,CUST-00396,66.33
6/1/2022,CUST-00396,66.33
7/1/2022,CUST-00396,66.33
8/1/2022,CUST-00396,66.33
9/1/2022,CUST-00396,66.33
10/1/2022,CUST-00396,66.33
11/1/2022,CUST-00396,66.33
12/1/2022,CUST-00396,67.32
1/1/2023,CUST-00396,66.33
2/1/2023,CUST-00396,66.33
3/1/2023,CUST-00396,66.33
4/1/2023,CUST-00396,66.33
5/1/2023,CUST-00396,66.33
6/1/2023,CUST-00396,66.33
7/1/2023,CUST-00396,66.33
8/1/2023,CUST-00396,66.33
9/1/2023,CUST-00396,66.33
10/1/2023,CUST-00396,66.33
11/1/2023,CUST-00396,66.33
12/1/2023,CUST-00396,67.32
1/1/2024,CUST-00396,66.33
2/1/2024,CUST-00396,66.33
3/1/2024,CUST-00396,66.33
4/1/2024,CUST-00396,66.33
5/1/2024,CUST-00396,66.33
6/1/2024,CUST-00396,66.33
7/1/2024,CUST-00396,66.33
8/1/2024,CUST-00396,66.33
9/1/2024,CUST-00396,66.33
10/1/2024,CUST-00396,66.33
11/1/2024,CUST-00396,66.33
12/1/2024,CUST-00396,67.32
1/1/2025,CUST-00396,66.33
2/1/2025,CUST-00396,66.33
3/1/2025,CUST-00396,66.33
4/1/2025,CUST-00396,66.33
5/1/2025,CUST-00396,66.33
6/1/2025,CUST-00396,66.33
7/1/2025,CUST-00396,66.33
8/1/2025,CUST-00396,66.33
9/1/2025,CUST-00396,66.33
10/1/2025,CUST-00396,66.33
11/1/2025,CUST-00396,66.33
12/1/2025,CUST-00396,67.32
4/1/2024,CUST-00397,80.44
5/1/2024,CUST-00397,80.44
6/1/2024,CUST-00397,80.44
7/1/2024,CUST-00397,80.44
8/1/2024,CUST-00397,80.44
9/1/2024,CUST-00397,80.44
10/1/2024,CUST-00397,80.44
11/1/2024,CUST-00397,80.44
12/1/2024,CUST-00397,81.65
1/1/2025,CUST-00397,80.44
2/1/2025,CUST-00397,80.44
3/1/2025,CUST-00397,80.44
4/1/2025,CUST-00397,80.44
5/1/2025,CUST-00397,80.44
6/1/2025,CUST-00397,80.44
7/1/2025,CUST-00397,80.44
8/1/2025,CUST-00397,80.44
9/1/2025,CUST-00397,80.44
10/1/2025,CUST-00397,80.44
11/1/2025,CUST-00397,80.44
5/1/2024,CUST-00398,105.42
6/1/2024,CUST-00398,105.42
7/1/2024,CUST-00398,105.42
8/1/2024,CUST-00398,105.42
9/1/2024,CUST-00398,105.42
10/1/2024,CUST-00398,105.42
11/1/2024,CUST-00398,105.42
12/1/2024,CUST-00398,107
11/1/2023,CUST-00399,72.49
12/1/2023,CUST-00399,73.58
1/1/2024,CUST-00399,72.49
2/1/2024,CUST-00399,72.49
3/1/2024,CUST-00399,72.49
4/1/2024,CUST-00399,72.49
5/1/2024,CUST-00399,72.49
6/1/2024,CUST-00399,72.49
7/1/2024,CUST-00399,72.49
8/1/2024,CUST-00399,72.49
9/1/2024,CUST-00399,72.49
10/1/2024,CUST-00399,72.49
11/1/2024,CUST-00399,72.49
12/1/2024,CUST-00399,73.58
1/1/2025,CUST-00399,72.49
2/1/2025,CUST-00399,72.49
3/1/2025,CUST-00399,72.49
4/1/2025,CUST-00399,72.49
5/1/2025,CUST-00399,72.49
6/1/2025,CUST-00399,72.49
7/1/2025,CUST-00399,72.49
8/1/2025,CUST-00399,72.49
9/1/2025,CUST-00399,72.49
10/1/2025,CUST-00399,72.49
11/1/2025,CUST-00399,72.49
12/1/2025,CUST-00399,73.58
6/1/2025,CUST-00400,69.68
7/1/2025,CUST-00400,69.68
8/1/2025,CUST-00400,69.68
4/1/2025,CUST-00401,40.35
5/1/2025,CUST-00401,40.35
6/1/2025,CUST-00401,40.35
7/1/2025,CUST-00401,40.35
8/1/2025,CUST-00401,40.35
9/1/2025,CUST-00401,40.35
10/1/2025,CUST-00401,40.35
11/1/2025,CUST-00401,40.35
12/1/2025,CUST-00401,40.96
9/1/2022,CUST-00402,105.47
10/1/2022,CUST-00402,105.47
11/1/2022,CUST-00402,105.47
12/1/2022,CUST-00402,107.05
1/1/2023,CUST-00402,105.47
2/1/2023,CUST-00402,105.47
3/1/2023,CUST-00402,105.47
4/1/2023,CUST-00402,105.47
5/1/2023,CUST-00402,105.47
6/1/2023,CUST-00402,105.47
7/1/2023,CUST-00402,105.47
8/1/2023,CUST-00402,105.47
9/1/2023,CUST-00402,105.47
10/1/2023,CUST-00402,105.47
11/1/2023,CUST-00402,105.47
12/1/2023,CUST-00402,107.05
1/1/2024,CUST-00402,105.47
2/1/2024,CUST-00402,105.47
3/1/2024,CUST-00402,105.47
4/1/2024,CUST-00402,105.47
5/1/2024,CUST-00402,105.47
6/1/2024,CUST-00402,105.47
7/1/2024,CUST-00402,105.47
8/1/2024,CUST-00402,105.47
9/1/2024,CUST-00402,105.47
10/1/2024,CUST-00402,105.47
11/1/2024,CUST-00402,105.47
12/1/2024,CUST-00402,107.05
1/1/2025,CUST-00402,105.47
2/1/2025,CUST-00402,105.47
3/1/2025,CUST-00402,105.47
4/1/2025,CUST-00402,105.47
5/1/2025,CUST-00402,105.47
6/1/2025,CUST-00402,105.47
7/1/2025,CUST-00402,105.47
8/1/2025,CUST-00402,105.47
9/1/2025,CUST-00402,105.47
10/1/2025,CUST-00402,105.47
11/1/2025,CUST-00402,105.47
12/1/2025,CUST-00402,107.05
8/1/2023,CUST-00403,71.66
9/1/2023,CUST-00403,71.66
10/1/2023,CUST-00403,71.66
11/1/2023,CUST-00403,71.66
12/1/2023,CUST-00403,72.73
1/1/2024,CUST-00403,71.66
2/1/2024,CUST-00403,71.66
3/1/2024,CUST-00403,71.66
4/1/2024,CUST-00403,71.66
5/1/2024,CUST-00403,71.66
6/1/2024,CUST-00403,71.66
7/1/2024,CUST-00403,71.66
8/1/2024,CUST-00403,71.66
9/1/2024,CUST-00403,71.66
4/1/2022,CUST-00404,74.26
5/1/2022,CUST-00404,74.26
6/1/2022,CUST-00404,74.26
7/1/2022,CUST-00404,74.26
8/1/2022,CUST-00404,74.26
9/1/2022,CUST-00404,74.26
10/1/2022,CUST-00404,74.26
11/1/2022,CUST-00404,74.26
12/1/2022,CUST-00404,75.37
1/1/2023,CUST-00404,74.26
2/1/2023,CUST-00404,74.26
3/1/2023,CUST-00404,74.26
4/1/2023,CUST-00404,74.26
5/1/2023,CUST-00404,74.26
6/1/2023,CUST-00404,74.26
7/1/2023,CUST-00404,74.26
8/1/2023,CUST-00404,74.26
9/1/2023,CUST-00404,74.26
10/1/2023,CUST-00404,74.26
11/1/2023,CUST-00404,74.26
12/1/2023,CUST-00404,75.37
1/1/2024,CUST-00404,74.26
2/1/2024,CUST-00404,74.26
3/1/2024,CUST-00404,74.26
4/1/2024,CUST-00404,74.26
5/1/2024,CUST-00404,74.26
6/1/2024,CUST-00404,74.26
7/1/2024,CUST-00404,74.26
8/1/2024,CUST-00404,74.26
9/1/2024,CUST-00404,74.26
10/1/2024,CUST-00404,74.26
11/1/2024,CUST-00404,74.26
12/1/2024,CUST-00404,75.37
1/1/2025,CUST-00404,74.26
2/1/2025,CUST-00404,74.26
3/1/2025,CUST-00404,74.26
4/1/2025,CUST-00404,74.26
5/1/2025,CUST-00404,74.26
6/1/2025,CUST-00404,74.26
7/1/2025,CUST-00404,74.26
8/1/2025,CUST-00404,74.26
9/1/2025,CUST-00404,74.26
10/1/2025,CUST-00404,74.26
11/1/2025,CUST-00404,74.26
12/1/2025,CUST-00404,75.37
6/1/2025,CUST-00405,63.25
7/1/2025,CUST-00405,63.25
8/1/2025,CUST-00405,63.25
9/1/2025,CUST-00405,63.25
8/1/2024,CUST-00406,83.77
9/1/2024,CUST-00406,83.77
10/1/2024,CUST-00406,83.77
11/1/2024,CUST-00406,83.77
12/1/2024,CUST-00406,85.03
1/1/2025,CUST-00406,83.77
2/1/2025,CUST-00406,83.77
3/1/2025,CUST-00406,83.77
4/1/2025,CUST-00406,83.77
5/1/2025,CUST-00406,83.77
6/1/2025,CUST-00406,83.77
7/1/2025,CUST-00406,83.77
8/1/2025,CUST-00406,83.77
9/1/2025,CUST-00406,83.77
10/1/2025,CUST-00406,83.77
11/1/2025,CUST-00406,83.77
12/1/2025,CUST-00406,85.03
2/1/2025,CUST-00407,48.01
3/1/2025,CUST-00407,48.01
4/1/2025,CUST-00407,48.01
5/1/2025,CUST-00407,48.01
6/1/2025,CUST-00407,48.01
7/1/2025,CUST-00407,48.01
8/1/2025,CUST-00407,48.01
9/1/2025,CUST-00407,48.01
10/1/2025,CUST-00407,48.01
11/1/2025,CUST-00407,48.01
12/1/2025,CUST-00407,48.73
1/1/2022,CUST-00408,43.5
2/1/2022,CUST-00408,43.5
3/1/2022,CUST-00408,43.5
4/1/2022,CUST-00408,43.5
5/1/2022,CUST-00408,43.5
6/1/2022,CUST-00408,43.5
7/1/2022,CUST-00408,43.5
8/1/2022,CUST-00408,43.5
9/1/2022,CUST-00408,43.5
10/1/2022,CUST-00408,43.5
11/1/2022,CUST-00408,43.5
12/1/2022,CUST-00408,44.15
1/1/2023,CUST-00408,43.5
2/1/2023,CUST-00408,43.5
3/1/2023,CUST-00408,43.5
4/1/2023,CUST-00408,43.5
5/1/2023,CUST-00408,43.5
6/1/2023,CUST-00408,43.5
7/1/2023,CUST-00408,43.5
8/1/2023,CUST-00408,43.5
9/1/2023,CUST-00408,43.5
10/1/2023,CUST-00408,43.5
11/1/2023,CUST-00408,43.5
12/1/2023,CUST-00408,44.15
1/1/2024,CUST-00408,43.5
2/1/2024,CUST-00408,43.5
3/1/2024,CUST-00408,43.5
4/1/2024,CUST-00408,43.5
5/1/2024,CUST-00408,43.5
6/1/2024,CUST-00408,43.5
7/1/2024,CUST-00408,43.5
8/1/2024,CUST-00408,43.5
9/1/2024,CUST-00408,43.5
10/1/2024,CUST-00408,43.5
11/1/2024,CUST-00408,43.5
12/1/2024,CUST-00408,44.15
1/1/2025,CUST-00408,43.5
2/1/2025,CUST-00408,43.5
3/1/2025,CUST-00408,43.5
4/1/2025,CUST-00408,43.5
5/1/2025,CUST-00408,43.5
6/1/2025,CUST-00408,43.5
7/1/2025,CUST-00408,43.5
8/1/2025,CUST-00408,43.5
9/1/2025,CUST-00408,43.5
10/1/2025,CUST-00408,43.5
11/1/2025,CUST-00408,43.5
12/1/2025,CUST-00408,44.15
4/1/2022,CUST-00409,93.41
5/1/2022,CUST-00409,93.41
6/1/2022,CUST-00409,93.41
7/1/2022,CUST-00409,93.41
8/1/2022,CUST-00409,93.41
9/1/2022,CUST-00409,93.41
10/1/2022,CUST-00409,93.41
11/1/2022,CUST-00409,93.41
12/1/2022,CUST-00409,94.81
1/1/2023,CUST-00409,93.41
2/1/2023,CUST-00409,93.41
3/1/2023,CUST-00409,93.41
4/1/2023,CUST-00409,93.41
5/1/2023,CUST-00409,93.41
6/1/2023,CUST-00409,93.41
7/1/2023,CUST-00409,93.41
8/1/2023,CUST-00409,93.41
9/1/2023,CUST-00409,93.41
10/1/2023,CUST-00409,93.41
11/1/2023,CUST-00409,93.41
12/1/2023,CUST-00409,94.81
1/1/2024,CUST-00409,93.41
2/1/2024,CUST-00409,93.41
3/1/2024,CUST-00409,93.41
4/1/2024,CUST-00409,93.41
5/1/2024,CUST-00409,93.41
6/1/2024,CUST-00409,93.41
7/1/2024,CUST-00409,93.41
8/1/2024,CUST-00409,93.41
9/1/2024,CUST-00409,93.41
10/1/2024,CUST-00409,93.41
11/1/2024,CUST-00409,93.41
12/1/2024,CUST-00409,94.81
1/1/2025,CUST-00409,93.41
2/1/2025,CUST-00409,93.41
3/1/2025,CUST-00409,93.41
4/1/2025,CUST-00409,93.41
5/1/2025,CUST-00409,93.41
6/1/2025,CUST-00409,93.41
7/1/2025,CUST-00409,93.41
8/1/2025,CUST-00409,93.41
9/1/2025,CUST-00409,93.41
10/1/2025,CUST-00409,93.41
11/1/2025,CUST-00409,93.41
12/1/2025,CUST-00409,94.81
8/1/2023,CUST-00410,80.16
9/1/2023,CUST-00410,80.16
10/1/2023,CUST-00410,80.16
11/1/2023,CUST-00410,80.16
12/1/2023,CUST-00410,81.36
1/1/2024,CUST-00410,80.16
2/1/2024,CUST-00410,80.16
3/1/2024,CUST-00410,80.16
4/1/2024,CUST-00410,80.16
5/1/2024,CUST-00410,80.16
6/1/2024,CUST-00410,80.16
7/1/2024,CUST-00410,80.16
8/1/2024,CUST-00410,80.16
9/1/2024,CUST-00410,80.16
10/1/2024,CUST-00410,80.16
11/1/2024,CUST-00410,80.16
12/1/2024,CUST-00410,81.36
1/1/2025,CUST-00410,80.16
2/1/2025,CUST-00410,80.16
3/1/2025,CUST-00410,80.16
4/1/2025,CUST-00410,80.16
5/1/2025,CUST-00410,80.16
6/1/2025,CUST-00410,80.16
7/1/2025,CUST-00410,80.16
8/1/2025,CUST-00410,80.16
9/1/2025,CUST-00410,80.16
10/1/2025,CUST-00410,80.16
11/1/2025,CUST-00410,80.16
12/1/2025,CUST-00410,81.36
5/1/2022,CUST-00411,51.95
6/1/2022,CUST-00411,51.95
7/1/2022,CUST-00411,51.95
